EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,REGION,addr,Lat,Lng
370673475,UNITED WAY OF DECATUR AND MID ILLINOIS,% MELINDA M HAWBAKER EXECUTIVE DIR,201 W ELDORADO ST,DECATUR,IL,62522-2112,0,3,3,1000,195412,1,15,927602600,1,1,201706.0,6,6,1,0,6,2794206.0,1888949.0,1865802.0,T70,,Mid-Atlantic and Great Lakes Areas,"201 W ELDORADO ST, DECATUR, IL, 62522",39.845237,-88.989579
314393712,UNITED WAY OF CENTRAL OHIO INC,,360 S 3RD ST,COLUMBUS,OH,43215-5412,0,3,3,1000,195211,1,15,927600000,1,1,201803.0,8,8,1,0,3,37629725.0,48393331.0,48393331.0,T700,,Mid-Atlantic and Great Lakes Areas,"360 S 3RD ST, COLUMBUS, OH, 43215",39.923443,-82.994101
231556045,UNITED WAY OF GREATER PHILADELPHIA AND SOUTHERN NEW JERSEY,% KAREN CLEARY,1709 BENJAMIN FRANKLIN,PHILADELPHIA,PA,19103-1206,3293,3,6,1200,199107,1,15,123000000,1,1,201706.0,9,9,1,0,6,102965625.0,69040685.0,58538450.0,T700,,Mid-Atlantic and Great Lakes Areas,"1709 BENJAMIN FRANKLIN, PHILADELPHIA, PA, 19103",39.95614,-75.16805
651241811,UNITED WAY OF SOUTHEASTERN PENNSYLVANIA,% JAMES F CAWLEY,1709 BENJAMIN FRANKLIN PARKWAY,PHILADELPHIA,PA,19103-1206,3293,3,9,1200,0,1,15,0,5,1,201806.0,0,0,2,0,6,0.0,0.0,0.0,,STRATEGIC COMMUNITY SOLUTIONS,Mid-Atlantic and Great Lakes Areas,"1709 BENJAMIN FRANKLIN PARKWAY, PHILADELPHIA, PA, 19103",39.95664075,-75.1681985808987
314379529,OHIO UNITED WAY,,395 E BROAD STREET,COLUMBUS,OH,43215-3844,0,3,3,1000,194901,1,15,59000000,1,1,201712.0,4,5,1,0,12,270228.0,542060.0,542060.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"395 E BROAD STREET, COLUMBUS, OH, 43215",39.965593,-82.971458
550479446,UNITED WAY OF THE UPPER OHIO VALLEY INC,,1307 CHAPLINE ST,WHEELING,WV,26003-3318,0,3,3,1000,196605,1,15,600000000,1,1,201703.0,6,6,1,0,3,3206887.0,3841351.0,1060564.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1307 CHAPLINE ST, WHEELING, WV, 26003",40.0631215,-80.7206648
236684378,UNITED WAY ENDOWMENT FUND OF CARLISLE PENNSYLVANIA,% M & T TRUST CO,145 S HANOVER ST,CARLISLE,PA,17013-3437,0,3,3,1000,198912,1,17,602922000,2,1,201706.0,6,6,1,0,6,2483963.0,1382489.0,167107.0,,FARMERS TRUST CO TTEE,Mid-Atlantic and Great Lakes Areas,"145 S HANOVER ST, CARLISLE, PA, 17013",40.2013658,-77.1891339
942851681,UNITED WAY OF CENTRAL AND SOUTHERN UTAH,,148 N 100 W,PROVO,UT,84601-2802,0,3,3,1000,198212,1,15,600000000,1,1,201706.0,6,6,1,0,6,2344249.0,3837144.0,3743667.0,,,Gulf Coast and Pacific Coast Areas,"148 N 100 W, PROVO, UT, 84601",40.241681,-111.6604531
231672348,UNITED WAY OF PENNSYLVANIA,,909 GREEN STREET,HARRISBURG,PA,17102-2927,0,3,3,1200,196703,1,15,59179000,1,1,201712.0,4,4,1,0,12,408574.0,443225.0,443225.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"909 GREEN STREET, HARRISBURG, PA, 17102",40.2664498,-76.8876522
470402359,UNITED WAY OF SOUTH CENTRAL NEBRASKA INC,,301 S BURLINGTON AVE,HASTINGS,NE,68901-5936,0,3,3,1000,197210,1,15,600927602,1,1,201712.0,5,5,1,0,12,889209.0,553517.0,545638.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"301 S BURLINGTON AVE, HASTINGS, NE, 68901",40.56795,-98.392573
310641236,UNITED WAY OF NORTH CENTRAL OHIO INC,,125 EXECUTIVE DR STE 100,MARION,OH,43302-6302,0,3,3,1000,196305,1,15,600000000,1,1,201706.0,6,6,1,0,6,1846439.0,2301893.0,2301893.0,,,Mid-Atlantic and Great Lakes Areas,"125 EXECUTIVE DR, MARION, OH, 43302",40.5699234,-83.1272995
370661504,HEART OF ILLINOIS UNITED WAY INC,,509 W HIGH ST,PEORIA,IL,61606-1924,0,3,3,1000,196408,1,15,600927000,1,1,201706.0,8,8,1,0,6,16774798.0,12805778.0,12805778.0,,,Mid-Atlantic and Great Lakes Areas,"509 W HIGH ST, PEORIA, IL, 61606",40.6980672,-89.6012458
132617681,UNITED WAY OF NEW YORK CITY,,205 EAST 42ND STREET,NEW YORK,NY,10017-5773,0,3,3,1000,196810,1,15,602000000,1,1,201706.0,8,9,1,0,6,35875990.0,70177864.0,62476395.0,T700,,Northeast Area,"205 EAST 42ND STREET, NEW YORK, NY, 10017",40.750664,-73.9737941
221487247,UNITED WAY OF NORTHERN NEW JERSEY INC,,222 RIDGEDALE AVENUE,CEDAR KNOLLS,NJ,07927-2110,0,3,3,1000,195010,1,15,602000000,1,1,201706.0,7,8,1,0,6,8219404.0,10991917.0,10644409.0,T700,,Northeast Area,"222 RIDGEDALE AVENUE, CEDAR KNOLLS, NJ, 07927",40.810011,-74.458942
222558181,UNITED WAYS OF NEW JERSEY INC,% UNITED WAY OF MONMOUTH COUNTY,16 WING DRIVE SUITE 201,CEDAR KNOLLS,NJ,07927-1007,0,3,3,1000,198608,1,16,602600000,1,1,201806.0,0,0,2,0,6,0.0,0.0,0.0,,,Northeast Area,"16 WING DRIVE, CEDAR KNOLLS, NJ, 07927",40.832346,-74.448056
870224251,UNITED WAY OF NORTHERN UTAH,,2955 HARRISON BLVD STE 201,OGDEN,UT,84403-0984,0,3,3,1000,197206,1,15,600000000,1,1,201612.0,7,6,1,0,12,7324997.0,2541820.0,2541820.0,T70Z,,Gulf Coast and Pacific Coast Areas,"2955 HARRISON BLVD, OGDEN, UT, 84403",41.2369968,-111.9461114
240831490,UNITED WAY OF WYOMING VALLEY,,100 N PENNSYLVANIA AVE 2ND,WILKESBARRE,PA,18701-3503,0,3,3,1000,195804,1,15,602000000,1,1,201706.0,8,7,1,0,6,15900974.0,6627415.0,5037772.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"100 N PENNSYLVANIA AVE 2ND, WILKESBARRE, PA, 18701",41.24546,-75.87689
362615431,UNITED WAY OF ILLINOIS VALLEY INC,,1157 1ST ST,LA SALLE,IL,61301-2605,0,3,3,1000,196901,1,15,600927602,1,1,201703.0,4,4,1,0,3,331141.0,334300.0,334300.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1157 1ST ST, LA SALLE, IL, 61301",41.328599,-89.0899238
60646577,UNITED WAY OF WESTERN CONNECTICUT INC,,301 MAIN STREET NO 2-5,DANBURY,CT,06810-5861,0,3,3,1000,194207,1,15,600927602,1,1,201706.0,6,7,1,0,6,4574333.0,6253136.0,5937125.0,T70,,Northeast Area,"301 MAIN STREET, DANBURY, CT, 06810",41.3967195,-73.4544150969485
830233314,UNITED WAY OF SOUTHWEST WYOMING,,510 S MAIN ST,ROCK SPRINGS,WY,82901-6350,0,3,3,1000,197708,1,15,600000000,1,1,201706.0,6,6,1,0,6,2747805.0,1404749.0,1396742.0,T70,,Gulf Coast and Pacific Coast Areas,"510 S MAIN ST, ROCK SPRINGS, WY, 82901",41.5862341,-109.2208497
420680425,UNITED WAY OF CENTRAL IOWA,% UNIT,1111 9TH ST STE 100,DES MOINES,IA,50314-2527,0,3,3,1000,193805,1,16,600000000,1,1,201706.0,8,8,1,0,6,36821684.0,28736317.0,27983776.0,,,Mid-Atlantic and Great Lakes Areas,"1111 9TH ST, DES MOINES, IA, 50314",41.5876621,-93.6292346
60653262,UNITED WAY OF WEST CENTRAL CONNECTICUT,,10 MAIN ST,BRISTOL,CT,06010-6527,0,3,3,1000,196211,1,16,927000000,1,1,201706.0,6,5,1,0,6,1774871.0,967814.0,811209.0,T70Z,,Northeast Area,"10 MAIN ST, BRISTOL, CT, 06010",41.670981,-72.9430217
61084194,UNITED WAY OF CONNECTICUT,% UNIT,1344 SILAS DEANE HWY,ROCKY HILL,CT,06067-1342,0,3,3,1000,198504,1,15,569000000,1,1,201706.0,7,8,1,0,6,6933285.0,18057102.0,18057102.0,T70Z,,Northeast Area,"1344 SILAS DEANE HWY, ROCKY HILL, CT, 06067",41.68038,-72.65347
50276059,UNITED WAY OF RHODE ISLAND INC,,50 VALLEY STREET,PROVIDENCE,RI,02909-2496,0,3,3,1000,195508,1,15,600000000,1,1,201706.0,8,8,1,0,6,18057151.0,26220879.0,18053871.0,T700,,Northeast Area,"50 VALLEY STREET, PROVIDENCE, RI, 02909",41.8227183,-71.4398768
470424788,UNITED WAY OF WESTERN NEBRASKA,,1517 BROADWAY,SCOTTSBLUFF,NE,69361-3184,0,3,3,1000,197305,1,15,602000000,1,1,201706.0,5,5,1,0,6,526379.0,603210.0,508873.0,,,Mid-Atlantic and Great Lakes Areas,"1517 BROADWAY, SCOTTSBLUFF, NE, 69361",41.8527008,-103.662437
420861239,UNITED WAY OF EAST CENTRAL IOWA,% WENDY PARKER,317 7TH AVE SE STE 401,CEDAR RAPIDS,IA,52401-2007,0,3,3,1000,196305,1,15,600000000,1,1,201706.0,8,8,1,0,6,22762158.0,10357620.0,10109041.0,T70,,Mid-Atlantic and Great Lakes Areas,"317 7TH AVE SE, CEDAR RAPIDS, IA, 52401",41.9743068,-91.6623891
381358411,UNITED WAY OF SOUTHWEST MICHIGAN,,2015 LAKEVIEW AVE,ST JOSEPH,MI,49085-1648,0,3,3,1000,194501,1,15,602000000,1,1,201712.0,7,7,1,0,12,8118257.0,6150225.0,4645660.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"2015 LAKEVIEW AVE, ST JOSEPH, MI, 49085",42.09019,-86.490362
42104017,UNITED WAY OF CENTRAL MASSACHUSETTS INC,% JAMES HAYES,484 MAIN ST STE 300,WORCESTER,MA,01608-1817,0,3,3,1000,196310,1,16,927600000,1,1,201706.0,8,8,1,0,6,10452160.0,11460997.0,7356714.0,,,Northeast Area,"484 MAIN ST, WORCESTER, MA, 01608",42.264066,-71.801912
362218134,UNITED WAY OF NORTHWEST ILLINOIS INC,,524 W STEPHENSON ST,FREEPORT,IL,61032-5057,0,3,3,1000,195011,1,15,600927000,1,1,201706.0,5,5,1,0,6,908395.0,835137.0,678950.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"524 W STEPHENSON ST, FREEPORT, IL, 61032",42.2942358,-89.6513994
362962458,UNITED WAY OF ILLINOIS INC,,4508 PRIME PKWY,MCHENRY,IL,60050-7004,0,3,3,1000,197808,1,15,600603995,1,1,201806.0,3,3,1,0,6,34422.0,79514.0,79514.0,T700,,Mid-Atlantic and Great Lakes Areas,"4508 PRIME PKWY, MCHENRY, IL, 60050",42.3080525,-88.2879251
203099071,UNITED WAY FOR SOUTHEASTERN MICHIGAN,,660 WOODWARD AVE STE 300,DETROIT,MI,48226-3504,0,3,3,1000,200510,1,15,0,1,1,201706.0,9,9,1,0,6,77653788.0,79831689.0,60221210.0,M20,,Mid-Atlantic and Great Lakes Areas,"660 WOODWARD AVE, DETROIT, MI, 48226",42.3310799,-83.0460237
42382233,UNITED WAY OF MASSACHUSETTS BAY INC,% GREAT-WEST TRUST COMPANY LLC,51 SLEEPER STREET,BOSTON,MA,02210-1276,0,3,3,2000,196508,1,15,927602000,1,1,201706.0,9,9,1,0,6,59773831.0,50744452.0,42492819.0,T700,,Northeast Area,"51 SLEEPER STREET, BOSTON, MA, 02210",42.35252525,-71.0484933013639
43138780,UNITED WAYS OF MASSACHUSETTS INC,% UNITED WAY OF MASSACHUSETTS BAY,51 SLEEPER STREET,BOSTON,MA,02210-1276,0,3,3,1000,199302,1,15,205600000,1,1,201712.0,0,0,2,0,12,0.0,0.0,0.0,,,Northeast Area,"51 SLEEPER STREET, BOSTON, MA, 02210",42.35252525,-71.0484933013639
160929038,UNITED WAY OF DELAWARE & OTSEGOCOS INC,,31 MAPLE ST,ONEONTA,NY,13820-1940,0,3,3,1000,196902,1,16,600000000,1,1,201712.0,4,4,1,0,12,217268.0,128304.0,125737.0,T70Z,,Northeast Area,"31 MAPLE ST, ONEONTA, NY, 13820",42.461084,-75.059059
381359596,MICHIGAN ASSOCIATION OF UNITED WAYS INC,,330 MARSHALL ST STE 211,LANSING,MI,48912-2319,0,3,3,1000,195806,1,15,600000000,1,1,201706.0,6,6,1,0,6,2031169.0,2981736.0,2975523.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"330 MARSHALL ST, LANSING, MI, 48912",42.7407182,-84.5259971
141705108,UNITED WAY OF NEW YORK STATE,,800 TROY SCHENECTADY RD,LATHAM,NY,12110-2424,0,3,3,1000,199112,1,16,995600603,1,1,201612.0,4,4,1,0,12,385486.0,460085.0,460085.0,T70Z,,Northeast Area,"800 TROY SCHENECTADY RD, LATHAM, NY, 12110",42.7524524,-73.7674281
381360923,HEART OF WEST MICHIGAN UNITED WAY,% GAIL MONTGOMERY,118 COMMERCE AVE SW,GRAND RAPIDS,MI,49503-4106,0,3,3,1000,196112,1,15,600000000,1,1,201706.0,8,8,1,0,6,25408902.0,24494754.0,14330651.0,T700,,Mid-Atlantic and Great Lakes Areas,"118 COMMERCE AVE SW, GRAND RAPIDS, MI, 49503",42.959692,-85.6691
20452122,UNITED WAYS OF NEW HAMPSHIRE,% UNITED WAY OF MERRIMACK COUNTY,22 CONCORD ST STE 2,MANCHESTER,NH,03101-1817,0,3,3,1000,199908,1,17,0,1,1,201707.0,1,0,2,0,7,791.0,0.0,0.0,P12,,Northeast Area,"22 CONCORD ST, MANCHESTER, NH, 03101",42.992738,-71.446337
391609340,UNITED WAY OF WISCONSIN INC,,2059 ATWOOD AVE,MADISON,WI,53704-6608,0,3,3,1000,198905,1,16,408000000,1,1,201712.0,4,4,1,0,12,343151.0,436762.0,436762.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"2059 ATWOOD AVE, MADISON, WI, 53704",43.0889469,-89.3287869
16004866,UNITED WAY OF MID COAST MAINE INC,,34 WING FARM PKWY STE 201,BATH,ME,04530-1551,0,3,3,1000,195805,1,15,927602000,1,1,201806.0,6,6,1,0,6,2576896.0,1933267.0,1933267.0,,,Northeast Area,"34 WING FARM PKWY, BATH, ME, 04530",43.91461,-69.835911
150543356,THE UNITED WAY OF NORTHERN NEW YORK INC,,200 WASHINGTON ST SUITE 402A,WATERTOWN,NY,13601-3307,0,3,3,1000,194210,1,15,600000000,1,1,201712.0,6,6,1,0,12,2214401.0,1656976.0,1098332.0,,,Northeast Area,"200 WASHINGTON ST, WATERTOWN, NY, 13601",43.97392885,-75.9115510317301
30217229,UNITED WAY OF NORTHWEST VERMONT INC,% ROGER MONETTE,412 FARRELL ST STE 200,S BURLINGTON,VT,05403-4466,0,3,3,1000,196603,1,15,600602000,1,1,201703.0,7,7,1,0,3,6288490.0,5801675.0,5584486.0,T70Z,COHEN JAMES,Northeast Area,"412 FARRELL ST, S BURLINGTON, VT, 05403",44.446262,-73.204443
300192082,UNITED WAYS OF VERMONT,% MARYELLEN MENAL,64 PEARL ST,ESSEX JCT,VT,05452-3620,0,3,3,1000,200310,1,15,0,1,1,201703.0,3,5,1,0,3,74921.0,941341.0,941341.0,T127,,Northeast Area,"64 PEARL ST, ESSEX JCT, VT, 05452",44.49276,-73.11837
10233280,UNITED WAY OF MID-MAINE INC,,105 KENNEDY MEMORIAL DR,WATERVILLE,ME,04901-5131,0,3,3,1000,196701,1,15,600000000,1,1,201806.0,5,5,1,0,6,973882.0,690708.0,688129.0,T70Z,,Northeast Area,"105 KENNEDY MEMORIAL DR, WATERVILLE, ME, 04901",44.5436705,-69.6675845
381679060,UNITED WAY OF NORTHWEST MICHIGAN,,202 EAST GRANDVIEW PARKWAY,TRAVERSE CITY,MI,49684-2610,0,3,3,1000,197106,1,15,602561000,1,1,201712.0,5,5,1,0,12,534167.0,513487.0,503450.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"202 EAST GRANDVIEW PARKWAY, TRAVERSE CITY, MI, 49684",44.76500605,-85.6206310372985
10211478,UNITED WAY OF EASTERN MAINE,,700 MAIN ST STE 1,BANGOR,ME,04401-6800,0,3,1,1000,195909,1,15,600902927,1,1,201706.0,7,6,1,0,6,5491898.0,2438155.0,2426029.0,T700,,Northeast Area,"700 MAIN ST, BANGOR, ME, 04401",44.7815871,-68.7817343
381608840,UNITED WAY OF NORTHEAST MICHIGAN,,701 WOODWARD AVE,ALPENA,MI,49707-7822,0,3,3,1000,195907,1,15,318000000,1,1,201712.0,4,4,1,0,12,420556.0,233162.0,233162.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"701 WOODWARD AVE, ALPENA, MI, 49707",45.094346,-83.4416083
410915124,UNITED WAY OF CENTRAL MINNESOTA,,921 1ST ST N STE 200,SAINT CLOUD,MN,56303-4602,0,3,3,1000,196706,1,15,600000000,1,1,201706.0,6,7,1,0,6,4966585.0,5022433.0,4015184.0,,,Mid-Atlantic and Great Lakes Areas,"921 1ST ST N, SAINT CLOUD, MN, 56303",45.5549018,-94.1756135
910639892,UNITED WAY OF CENTRAL WASHINGTON,,116 S 4TH ST,YAKIMA,WA,98901-2902,0,3,3,1000,197111,1,15,600927602,1,1,201706.0,5,6,1,0,6,941534.0,1307575.0,1307575.0,,,Gulf Coast and Pacific Coast Areas,"116 S 4TH ST, YAKIMA, WA, 98901",46.5982594,-120.4991646
911726189,UNITED WAY OF CENTRAL WASHINGTON FOUNDATION,% GLEN D PHILLIPS,116 S 4TH ST,YAKIMA,WA,98901-2902,0,3,3,1000,199610,1,17,994600000,1,1,201709.0,6,4,1,0,9,1552065.0,221387.0,50430.0,T70,,Gulf Coast and Pacific Coast Areas,"116 S 4TH ST, YAKIMA, WA, 98901",46.5982594,-120.4991646
410908454,UNITED WAY OF NORTHEASTERN MINNESOTA INC,,229 W LAKE ST,CHISHOLM,MN,55719-1715,0,3,3,1000,196611,1,15,600927602,1,1,201703.0,6,6,1,0,3,3040935.0,2067593.0,1977072.0,,,Mid-Atlantic and Great Lakes Areas,"229 W LAKE ST, CHISHOLM, MN, 55719",47.4895371,-92.886825
920103202,UNITED WAY OF SOUTHEAST ALASKA,,3225 HOSPITAL DR UNIT 106,JUNEAU,AK,99801-7863,0,3,3,1000,198703,1,15,600000000,1,1,201708.0,4,4,1,0,8,204557.0,443044.0,436692.0,T70Z,,Gulf Coast and Pacific Coast Areas,"3225 HOSPITAL DR, JUNEAU, AK, 99801",58.3283042,-134.4659135
371105066,WASHINGTON TOWNSHIP UNITED WAY,% MIKE HILLARY,1842 AUTUMN RDG,WASHINGTON,IL,61571-9489,0,3,3,1000,198201,1,9,998000000,1,1,201706.0,3,2,2,0,6,44573.0,16075.0,16075.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1842 AUTUMN RDG, WASHINGTON, IL, 61571",40.7327606,-89.44019739999999
391212595,UNITED WAY OF INNER WISCONSIN INC,,351 OAK ST,WISC RAPIDS,WI,54494-4362,0,3,3,1000,196510,1,15,600000000,1,1,201712.0,6,5,1,0,12,4192473.0,961207.0,833847.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"351 OAK ST, WISC RAPIDS, WI, 54494",44.390535,-89.82278969999999
530234290,UNITED WAY OF THE NATIONAL CAPITAL AREA,,1577 SPRING HILL RD STE 420,VIENNA,VA,22182-2223,0,3,3,1000,197409,1,15,600000000,1,1,201706.0,8,8,1,0,6,39131773.0,37912275.0,32930288.0,T700,,Mid-Atlantic and Great Lakes Areas,"1577 SPRING HILL RD, VIENNA, VA, 22182",38.9273664,-77.24240880000002
540560586,UNITED WAY OF VIRGINIA,% ANN MYERS,3310 SHANNON PARK DR,FREDERICKSBRG,VA,22408-2379,0,3,3,1200,196506,1,15,927059279,1,1,201806.0,0,0,2,0,6,0.0,0.0,0.0,,,Mid-Atlantic and Great Lakes Areas,"3310 SHANNON PARK DR, FREDERICKSBRG, VA, 22408",38.2704347,-77.44737069999996
540718860,UNITED WAY OF SOUTHWEST VIRGINIA,,1096 OLE BERRY DRIVE,ABINGDON,VA,24210-4745,0,3,3,1000,196810,1,15,600000000,1,1,201712.0,6,6,1,0,12,3025361.0,2174791.0,2174791.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"1096 OLE BERRY DRIVE, ABINGDON, VA, 24210",36.6954924,-82.0088207
550402755,UNITED WAY OF CENTRAL WEST VIRGINIA INC,,1 UNITED WAY SQ,CHARLESTON,WV,25301-1000,0,3,3,1000,195807,1,15,600000000,1,1,201706.0,6,6,1,0,6,3161805.0,4493134.0,4160635.0,T70,,Mid-Atlantic and Great Lakes Areas,"1 UNITED WAY SQ, CHARLESTON, WV, 25301",38.3547974,-81.63052249999998
570515275,UNITED WAY ASSOCIATION OF SOUTH CAROLINA INC,,400 ARBOR LAKE DR STE B500,COLUMBIA,SC,29223-4570,0,3,3,1000,197005,1,15,600000000,1,1,201712.0,6,8,1,0,12,2739478.0,13385599.0,13385599.0,T70Z,,Mid-Atlantic and Great Lakes Areas,"400 ARBOR LAKE DR, COLUMBIA, SC, 29223",34.0626017,-80.9879257
430735827,HEART OF MISSOURI UNITED WAY INC,,1700 E POINTE DR,COLUMBIA,MO,65201-6987,0,3,3,1000,195803,1,15,600927602,1,1,201712.0,6,6,1,0,12,4229917.0,2617109.0,2608984.0,,,Gulf Coast and Pacific Coast Areas,"1700 E POINTE DR, COLUMBIA, MO, 65201",38.9295102,-92.29821120000003
430991233,UNITED WAY OF SOUTHEAST MISSOURI,,1417D N MOUNT AUBURN RD,CPE GIRARDEAU,MO,63701-2171,0,3,3,1000,195608,1,15,600927602,5,1,201706.0,6,5,1,0,6,1464763.0,983749.0,786549.0,T700,,Gulf Coast and Pacific Coast Areas,"1417D N MOUNT AUBURN RD, CPE GIRARDEAU, MO, 63701",37.3289364,-89.5729733
